id,modul_id,frage_kurz,alt,neu,confidence
1,1,"Was sind fixe Kosten?",mittel,basics,1.0
2,1,"Was sind variable Kosten?",mittel,basics,1.0
3,1,"Was ist die Deckungsbeitragsrechnung?",mittel,basics,1.0
4,1,"Was ist ein Budget?",mittel,basics,1.0
5,1,"Was bedeutet ROI?",mittel,basics,1.0
6,2,"Was ist ein Kaufvertrag?",mittel,basics,1.0
7,2,"Wann ist ein Vertrag gültig?",mittel,praxis,1.0
11,1,"Was ist Inflation?",mittel,basics,1.0
12,2,"Was ist eine AG?",mittel,basics,1.0
14,1,"Was bedeutet Liquidität für ein Unternehmen?",mittel,basics,1.0
15,1,"Was ist der Break-Even-Point?",mittel,basics,1.0
16,1,"Was unterscheidet Eigenkapital von Fremdkapital?",mittel,praxis,1.0
17,1,"Was zeigt die Bilanz eines Unternehmens?",mittel,basics,1.0
18,1,"Wofür steht GuV in der Buchhaltung?",mittel,basics,1.0
19,1,"Was ist der Cashflow?",mittel,basics,1.0
20,1,"Was ist eine Abschreibung?",mittel,basics,1.0
21,1,"Was sind kalkulatorische Kosten?",mittel,basics,1.0
22,1,"Was bedeutet ""Make or Buy"" Entscheidung?",mittel,basics,1.0
23,1,"Was ist Working Capital?",mittel,basics,1.0
24,1,"Was ist ein Vorteil von Leasing gegenüber Kauf?",mittel,praxis,1.0
25,1,"Was sind Stakeholder?",mittel,basics,1.0
26,1,"Was bedeutet ""Economies of Scale"" (Skaleneffekte)?",mittel,basics,1.0
27,1,"Was bedeutet Outsourcing?",mittel,basics,1.0
28,1,"Was ist Benchmarking?",mittel,basics,1.0
29,1,"Wofür steht SWOT in der SWOT-Analyse?",mittel,basics,1.0
30,1,"Was ist Supply Chain Management?",mittel,basics,1.0
31,1,"Was bedeutet Just-in-Time (JIT) Produktion?",mittel,basics,1.0
32,1,"Was beschreibt die Kapitalstruktur eines Unternehmens?",mittel,basics,1.0
1801,18,"Gegeben ist die IP-Adresse 192.168.10.50/26. Berechne die folgenden Werte:",mittel,pruefung,1.0
1802,18,"Gegeben ist die IP-Adresse 10.20.30.100/24. Berechne die folgenden Werte:",mittel,pruefung,1.0
1803,18,"Gegeben ist die IP-Adresse 172.16.50.200/27. Berechne die folgenden Werte:",mittel,pruefung,1.0
1804,18,"Gegeben ist die IP-Adresse 192.168.1.145/28. Berechne die folgenden Werte:",schwer,pruefung,1.0
1805,18,"Gegeben ist die IP-Adresse 10.0.0.130/25. Berechne die folgenden Werte:",mittel,pruefung,1.0
1806,18,"Gegeben ist die IP-Adresse 172.31.100.50/16. Berechne die folgenden Werte:",mittel,pruefung,1.0
1807,18,"Gegeben ist die IP-Adresse 192.168.100.18/29. Berechne die folgenden Werte:",schwer,pruefung,1.0
1808,18,"Gegeben ist die IP-Adresse 192.168.5.200/26. Berechne die folgenden Werte:",mittel,pruefung,1.0
1809,18,"Gegeben ist die IP-Adresse 10.10.10.5/30. Berechne die folgenden Werte:",schwer,pruefung,1.0
1810,18,"Gegeben ist die IP-Adresse 10.50.100.200/8. Berechne die folgenden Werte:",mittel,pruefung,1.0
1811,18,"Welcher IP-Bereich ist für private Netzwerke reserviert (Klasse A)?",mittel,basics,1.0
1812,18,"Was ist NAT (Network Address Translation)?",mittel,basics,1.0
1813,18,"Wofür wird DHCP verwendet?",mittel,basics,1.0
1814,18,"Was ist ein Default Gateway?",mittel,basics,1.0
1815,18,"Wie viele Bit hat eine IPv6-Adresse?",mittel,basics,1.0
1816,18,"Welche IP-Adresse ist die Loopback-Adresse?",mittel,basics,1.0
1817,18,"Welche Standard-Subnetzmaske hat Netzklasse B?",mittel,basics,1.0
1818,18,"Was ist eine Broadcast-Adresse?",mittel,basics,1.0
1819,18,"Wofür wird ARP (Address Resolution Protocol) verwendet?",mittel,basics,1.0
1820,18,"Gegeben: 192.168.10.0/26. Berechne Netzadresse, Broadcast, Subnetzmaske und nutz...",mittel,pruefung,1.0
1821,18,"Gegeben: 10.50.100.32/28. Berechne Netzadresse, Broadcast, Subnetzmaske und nutz...",schwer,pruefung,1.0
1822,18,"Gegeben: 172.16.0.8/30. Berechne Netzadresse, Broadcast, Subnetzmaske und nutzba...",schwer,pruefung,1.0
1823,18,"Gegeben: 172.20.0.0/16. Berechne Netzadresse, Broadcast, Subnetzmaske und nutzba...",mittel,pruefung,1.0
1824,18,"Gegeben: 192.168.50.128/27. Berechne Netzadresse, Broadcast, Subnetzmaske und nu...",mittel,pruefung,1.0
1825,18,"Gegeben: 10.10.10.0/25. Berechne Netzadresse, Broadcast, Subnetzmaske und nutzba...",mittel,pruefung,1.0
1826,18,"Gegeben: 192.168.1.200/29. Berechne Netzadresse, Broadcast, Subnetzmaske und nut...",schwer,pruefung,1.0
1827,18,"Gegeben: 10.0.0.0/8. Berechne Netzadresse, Broadcast, Subnetzmaske und nutzbare ...",mittel,pruefung,1.0
1828,18,"Erkläre Schritt für Schritt, wie du bei einer Subnetting-Aufgabe vorgehst.",mittel,pruefung,1.0
1829,18,"Beschreibe den DHCP-Prozess (DORA) - wie erhält ein Client seine IP-Adresse?",mittel,praxis,1.0
1830,18,"Erkläre die wichtigsten Unterschiede zwischen IPv4 und IPv6. Warum war IPv6 notw...",mittel,praxis,1.0
2001,20,"Gegeben sind 4 Festplatten mit je 2 TB in einem RAID 0 Verbund.

Berechne:",mittel,pruefung,1.0
2002,20,"Gegeben sind 2 Festplatten mit je 4 TB in einem RAID 1 Verbund.

Berechne:",mittel,pruefung,1.0
2003,20,"Gegeben sind 5 Festplatten mit je 3 TB in einem RAID 5 Verbund.

Berechne:",mittel,pruefung,1.0
2004,20,"Gegeben sind 6 Festplatten mit je 2 TB in einem RAID 6 Verbund.

Berechne:",mittel,pruefung,1.0
2005,20,"Gegeben sind 4 Festplatten mit je 4 TB in einem RAID 10 Verbund.

Berechne:",schwer,pruefung,1.0
2006,20,"Gegeben sind 4 Festplatten mit je 1 TB in einem RAID 5 Verbund.

Berechne:",mittel,pruefung,1.0
2007,20,"Gegeben sind 6 Festplatten mit je 500 GB in einem RAID 0 Verbund.

Berechne (i...",mittel,pruefung,1.0
2008,20,"Gegeben sind 8 Festplatten mit je 4 TB in einem RAID 6 Verbund.

Berechne:",schwer,pruefung,1.0
2009,20,"Gegeben sind 8 Festplatten mit je 2 TB in einem RAID 10 Verbund.

Berechne:",schwer,pruefung,1.0
2010,20,"Gegeben sind 7 Festplatten mit je 6 TB in einem RAID 5 Verbund.

Berechne:",mittel,pruefung,1.0
2101,21,"Welcher Dienst nutzt standardmäßig Port 80?",einfach,basics,1.0
2102,21,"Welcher Dienst nutzt standardmäßig Port 443?",einfach,basics,1.0
2103,21,"Welcher Dienst nutzt standardmäßig Port 22?",einfach,basics,1.0
2104,21,"Welcher Dienst nutzt standardmäßig Port 25?",einfach,basics,1.0
2105,21,"Welcher Dienst nutzt standardmäßig Port 21?",einfach,basics,1.0
2106,21,"Wofür wird ein DNS A-Record verwendet?",mittel,basics,1.0
2107,21,"Wofür wird ein DNS MX-Record verwendet?",mittel,basics,1.0
2108,21,"Wofür wird ein DNS CNAME-Record verwendet?",mittel,basics,1.0
2109,21,"Welcher Dienst nutzt standardmäßig Port 3306?",mittel,basics,1.0
2110,21,"Wofür wird ein DNS AAAA-Record verwendet?",mittel,basics,1.0
2201,22,"Welche Verschlüsselungsart verwendet einen einzigen Schlüssel?",mittel,basics,1.0
2202,22,"Was ist der Hauptvorteil eines VPN?",einfach,basics,1.0
2203,22,"Was ist die Hauptaufgabe einer Firewall?",einfach,basics,1.0
2204,22,"Wofür wird eine Hash-Funktion in der IT-Sicherheit verwendet?",mittel,basics,1.0
2205,22,"Welcher Port wird standardmäßig für HTTPS verwendet?",einfach,basics,1.0
2206,22,"Was sind typische Faktoren bei der Zwei-Faktor-Authentifizierung?",mittel,basics,1.0
2207,22,"Was macht ein Passwort sicher?",einfach,basics,1.0
2208,22,"Was unterscheidet einen Wurm von einem Virus?",mittel,praxis,1.0
2209,22,"Erkläre den Unterschied zwischen symmetrischer und asymmetrischer Verschlüsselun...",mittel,praxis,1.0
2210,22,"Was ist Social Engineering? Nenne zwei konkrete Angriffsmethoden.",mittel,praxis,1.0
2211,22,"Was ist eine SQL-Injection?",mittel,basics,1.0
2212,22,"Was ist Cross-Site Scripting (XSS)?",mittel,basics,1.0
2213,22,"Was ist ein DDoS-Angriff?",mittel,basics,1.0
2214,22,"Was ist ein Man-in-the-Middle (MITM) Angriff?",mittel,basics,1.0
2215,22,"Was ist Ransomware?",mittel,basics,1.0
2216,22,"Was ist ein Brute-Force-Angriff?",mittel,basics,1.0
2217,22,"Wofür wird OAuth verwendet?",schwer,basics,1.0
2218,22,"Wofür wird LDAP verwendet?",schwer,basics,1.0
2219,22,"Was ist ein digitales Zertifikat?",mittel,basics,1.0
2220,22,"Welcher Port sollte aus Sicherheitsgründen NICHT öffentlich erreichbar sein?",mittel,praxis,1.0
2221,22,"Was ist Patch Management?",mittel,basics,1.0
2222,22,"Was ist eine Zero-Day-Schwachstelle?",schwer,basics,1.0
2223,22,"Was ist der Unterschied zwischen IDS und IPS?",schwer,praxis,1.0
2224,22,"Welche drei Faktoren gibt es bei Multi-Faktor-Authentifizierung?",mittel,praxis,1.0
2225,22,"Was ist ein Honeypot in der IT-Sicherheit?",schwer,basics,1.0
2226,22,"Erkläre die CIA-Triade der IT-Sicherheit. Was bedeuten Confidentiality, Integrit...",mittel,pruefung,1.0
2227,22,"Was bedeutet ""Defense in Depth"" (Verteidigung in der Tiefe) und nenne drei Bei...",mittel,praxis,1.0
2228,22,"Beschreibe die Phasen eines Incident Response Prozesses bei einem Sicherheitsvor...",schwer,pruefung,1.0
2229,22,"Erkläre wie Public Key Infrastructure (PKI) funktioniert und welche Rolle Certif...",schwer,pruefung,1.0
2230,22,"Was ist Penetration Testing und was ist der Unterschied zu Vulnerability Scannin...",mittel,praxis,1.0
2231,22,"Erkläre den Unterschied zwischen ""Encryption at Rest"" und ""Encryption in Tran...",mittel,praxis,1.0
2232,22,"Was ist ein SIEM-System und wofür wird es verwendet?",schwer,basics,1.0
2301,23,"Auf welcher OSI-Schicht arbeitet HTTP?",mittel,basics,1.0
2302,23,"Auf welcher OSI-Schicht arbeitet ein Router?",mittel,basics,1.0
2303,23,"Auf welcher OSI-Schicht arbeitet ein Switch?",mittel,basics,1.0
2304,23,"Auf welcher OSI-Schicht arbeiten TCP und UDP?",mittel,basics,1.0
2305,23,"Wie heißt die PDU (Protocol Data Unit) auf Schicht 2?",mittel,basics,1.0
2306,23,"Auf welcher OSI-Schicht werden IP-Adressen verwendet?",mittel,basics,1.0
2307,23,"Welches Gerät arbeitet auf Schicht 1 (Bitübertragungsschicht)?",mittel,basics,1.0
2308,23,"SSL/TLS (verwendet bei HTTPS) arbeitet hauptsächlich auf welcher OSI-Schicht?",schwer,basics,1.0
2309,23,"Nenne alle 7 Schichten des OSI-Modells in der richtigen Reihenfolge (von Schicht...",mittel,basics,1.0
2310,23,"Erkläre den Unterschied zwischen einem Switch und einem Router. Auf welcher OSI-...",mittel,praxis,1.0
2311,23,"Auf welcher OSI-Schicht arbeitet FTP (File Transfer Protocol)?",mittel,basics,1.0
2312,23,"Auf welcher OSI-Schicht werden MAC-Adressen verwendet?",mittel,basics,1.0
2313,23,"Was ist der Unterschied zwischen einem Segment und einem Paket?",schwer,praxis,1.0
2314,23,"Was kann ein Layer-3-Switch im Gegensatz zu einem normalen Switch?",mittel,praxis,1.0
2315,23,"Auf welcher OSI-Schicht arbeitet SMTP (E-Mail-Versand)?",mittel,basics,1.0
2316,23,"Auf welcher OSI-Schicht wird eine Collision Domain getrennt?",schwer,basics,1.0
2317,23,"Auf welcher OSI-Schicht arbeitet ICMP (ping, traceroute)?",mittel,basics,1.0
2318,23,"Auf welcher OSI-Schicht arbeitet ein Repeater?",mittel,basics,1.0
2319,23,"Auf welcher OSI-Schicht arbeitet DNS?",mittel,basics,1.0
2320,23,"Was passiert bei der Encapsulation im OSI-Modell?",schwer,basics,1.0
2321,23,"Erkläre die Hauptaufgaben der Netzwerkschicht (Layer 3). Welche Protokolle und G...",mittel,praxis,1.0
2322,23,"Erkläre den Unterschied zwischen Layer 2 (Sicherungsschicht) und Layer 3 (Netzwe...",schwer,praxis,1.0
2323,23,"Du kannst eine Webseite nicht erreichen. Beschreibe wie du systematisch nach OSI...",schwer,pruefung,1.0
2324,23,"Erkläre den Unterschied zwischen TCP und UDP (beide Layer 4). Nenne jeweils 2 An...",mittel,praxis,1.0
2325,23,"Welche Aufgaben hat die Darstellungsschicht (Layer 6)? Nenne konkrete Beispiele.",mittel,praxis,1.0
2401,24,"Was kennzeichnet ein Vollbackup?",mittel,basics,1.0
2402,24,"Was sichert ein differenzielles Backup?",mittel,basics,1.0
2403,24,"Was sichert ein inkrementelles Backup?",mittel,basics,1.0
2404,24,"Was bedeutet die 3-2-1 Backup-Regel?",mittel,basics,1.0
2405,24,"Was benötigt man zur Wiederherstellung bei differenziellem Backup?",schwer,praxis,1.0
2406,24,"Berechne den Speicherbedarf: Montag Vollbackup 100GB. Dienstag bis Freitag tägli...",schwer,pruefung,1.0
2407,24,"Wofür steht GFS im Backup-Kontext?",schwer,basics,1.0
2408,24,"Was bedeutet RPO (Recovery Point Objective)?",schwer,basics,1.0
2409,24,"Erkläre den Unterschied zwischen Vollbackup, differenziellem Backup und inkremen...",mittel,praxis,1.0
2410,24,"Erkläre die 3-2-1 Backup-Regel und warum sie wichtig ist.",mittel,pruefung,1.0
2411,24,"Ein Unternehmen hat RPO = 4 Stunden. Was bedeutet das?",mittel,praxis,1.0
2412,24,"Was bedeutet RTO (Recovery Time Objective)?",mittel,basics,1.0
2413,24,"Was bedeutet ""Father"" im Grandfather-Father-Son Backup-Schema?",schwer,basics,1.0
2414,24,"Welches Backup-Medium bietet die höchste Speicherkapazität?",mittel,praxis,1.0
2415,24,"Warum ist ein Offsite-Backup wichtig?",mittel,praxis,1.0
2416,24,"Warum sollten Backups regelmäßig getestet werden?",mittel,praxis,1.0
2417,24,"Was ist ein Snapshot im Backup-Kontext?",mittel,basics,1.0
2418,24,"Was ist ein Backup-Fenster?",mittel,basics,1.0
2419,24,"Ein E-Commerce-Shop verarbeitet 50.000€ Umsatz/Stunde. Jede Stunde Ausfall koste...",schwer,pruefung,1.0
2420,24,"Entwickle eine Backup-Strategie für ein mittelständisches Unternehmen (100 Mitar...",schwer,pruefung,1.0
2421,24,"Was ist ein Immutable Backup und warum ist es gegen Ransomware wichtig?",mittel,basics,1.0
2422,24,"Erkläre den Unterschied zwischen Backup und Archivierung. Wann nutzt man was?",mittel,praxis,1.0
2501,25,"Rechne die Binärzahl 1010 in eine Dezimalzahl um.",mittel,praxis,1.0
2502,25,"Rechne die Binärzahl 11001100 in eine Dezimalzahl um.",mittel,praxis,1.0
2503,25,"Rechne die Dezimalzahl 25 in eine Binärzahl um.",mittel,praxis,1.0
2504,25,"Rechne die Hexadezimalzahl 1F in eine Dezimalzahl um.",mittel,pruefung,1.0
2505,25,"Rechne die Dezimalzahl 255 in eine Hexadezimalzahl um.",mittel,pruefung,1.0
2506,25,"Welche Binärzahl entspricht der Hexadezimalzahl A?",mittel,pruefung,1.0
2507,25,"Welche Dezimalzahl entspricht dem Binärwert 11111111 (ein Oktett einer Subnetzma...",mittel,pruefung,1.0
2508,25,"Was ist das Ergebnis der AND-Verknüpfung: 1010 AND 1100?",schwer,pruefung,1.0
2509,25,"Erkläre den Aufbau des Binärsystems und warum es in der Informatik verwendet wir...",mittel,pruefung,1.0
2510,25,"Erkläre warum Hexadezimal in der Informatik häufig verwendet wird und nenne zwei...",mittel,pruefung,1.0
2601,26,"Welche SQL-Anweisung gibt alle Spalten der Tabelle ""kunden"" aus?",mittel,praxis,1.0
2602,26,"Wie filtert man in SQL Datensätze nach einer Bedingung?",mittel,praxis,1.0
2603,26,"Was ist ein Primärschlüssel (PRIMARY KEY) in einer Datenbank?",mittel,basics,1.0
2604,26,"Was ist ein Fremdschlüssel (FOREIGN KEY)?",mittel,basics,1.0
2605,26,"Was macht ein INNER JOIN in SQL?",mittel,praxis,1.0
2606,26,"Wofür wird GROUP BY in SQL verwendet?",mittel,praxis,1.0
2608,26,"Wie sortiert man in SQL eine Ergebnismenge absteigend nach dem Feld ""preis""?",mittel,praxis,1.0
2609,26,"Erkläre den Unterschied zwischen INNER JOIN, LEFT JOIN und RIGHT JOIN in SQL.",schwer,praxis,1.0
2610,26,"Was ist Datenbankennormalisierung und warum ist sie wichtig? Erkläre kurz die er...",schwer,pruefung,1.0
2611,26,"Welche SQL-Anweisung ändert bestehende Datensätze in einer Tabelle?",mittel,praxis,1.0
2612,26,"Welche SQL-Anweisung löscht Datensätze aus einer Tabelle?",mittel,praxis,1.0
2613,26,"Welche SQL-Funktion zählt die Anzahl der Datensätze?",mittel,praxis,1.0
2614,26,"Was bewirkt DISTINCT in einer SQL-Abfrage?",mittel,basics,1.0
2615,26,"Was ist der Unterschied zwischen INNER JOIN und LEFT JOIN?",schwer,praxis,1.0
2616,26,"Was bewirkt ein UNIQUE Constraint?",mittel,basics,1.0
2617,26,"Wie prüft man in SQL ob ein Wert NULL ist?",mittel,praxis,1.0
2618,26,"Welche SQL-Funktion berechnet den Durchschnitt?",mittel,praxis,1.0
2619,26,"Wofür wird ein Index in einer Datenbank verwendet?",mittel,basics,1.0
2620,26,"Was ist der Unterschied zwischen WHERE und HAVING?",schwer,praxis,1.0
2621,26,"Was bewirkt LIMIT in SQL?",mittel,basics,1.0
2622,26,"Was bewirkt ON DELETE CASCADE bei einem Foreign Key?",schwer,praxis,1.0
2623,26,"Was gibt diese Abfrage zurück: SELECT MAX(gehalt) FROM mitarbeiter",mittel,basics,1.0
2624,26,"Was findet: SELECT * FROM kunden WHERE name LIKE 'M%'",mittel,basics,1.0
2625,26,"Was bedeutet: WHERE preis BETWEEN 10 AND 50",mittel,basics,1.0
2626,26,"Was bewirkt: WHERE stadt IN ('Berlin', 'Hamburg', 'München')",mittel,basics,1.0
2627,26,"Wofür wird AS in SQL verwendet?",mittel,basics,1.0
2628,26,"Erkläre was eine Transaktion ist und was ACID bedeutet.",schwer,praxis,1.0
2629,26,"Was ist eine Subquery (Unterabfrage) in SQL? Gib ein Beispiel.",mittel,basics,1.0
2630,26,"Was ist ein ER-Modell (Entity-Relationship) und welche Elemente enthält es?",mittel,basics,1.0
2701,27,"Was kennzeichnet das Wasserfallmodell in der Softwareentwicklung?",mittel,basics,1.0
2702,27,"Was ist der Hauptunterschied zwischen Agile und Wasserfallmodell?",mittel,praxis,1.0
2703,27,"Was ist ein Sprint in Scrum?",mittel,basics,1.0
2704,27,"Was ist der Unterschied zwischen Lastenheft und Pflichtenheft?",mittel,praxis,1.0
2705,27,"Welche drei Hauptrollen gibt es in Scrum?",mittel,basics,1.0
2706,27,"Wofür wird ein Gantt-Diagramm verwendet?",mittel,basics,1.0
2707,27,"Was ist ein Meilenstein im Projektmanagement?",mittel,basics,1.0
2708,27,"Was ist der kritische Pfad in der Netzplantechnik?",schwer,basics,1.0
2710,27,"Beschreibe den Ablauf eines Scrum-Sprints. Welche Meetings/Events gibt es und wa...",schwer,praxis,1.0
2711,27,"Was kennzeichnet das V-Modell in der Softwareentwicklung?",mittel,basics,1.0
2712,27,"Was ist das Hauptprinzip von Kanban?",mittel,basics,1.0
2713,27,"Was ist ein Product Backlog in Scrum?",mittel,basics,1.0
2714,27,"Was ist das typische Format einer User Story?",mittel,basics,1.0
2715,27,"Was ist die ""Definition of Done"" in Scrum?",mittel,basics,1.0
2716,27,"Was ist Velocity in Scrum?",schwer,basics,1.0
2717,27,"Was zeigt ein Burndown Chart?",mittel,basics,1.0
2718,27,"Was ist ein Stakeholder im Projektmanagement?",mittel,basics,1.0
2719,27,"Was bedeutet Timeboxing in Scrum?",mittel,basics,1.0
2720,27,"Was ist ein MVP (Minimum Viable Product)?",mittel,basics,1.0
2721,27,"Vergleiche Scrum und Kanban. Wann würdest du welche Methode einsetzen?",schwer,praxis,1.0
2722,27,"Beschreibe die 5 klassischen Projektphasen im Projektmanagement.",mittel,praxis,1.0
2723,27,"Erkläre den Risikomanagement-Prozess im Projektmanagement.",schwer,pruefung,1.0
2724,27,"Beschreibe alle Scrum Events innerhalb eines Sprints und deren Zweck.",schwer,praxis,1.0
2725,27,"Was sind Story Points und wie werden sie geschätzt? Warum nicht in Stunden schät...",schwer,praxis,1.0
110001,9001,"Welches Dokument bildet die Grundlage für jede Buchung im Rahmen der ordnungsgem...",einfach,basics,1.0
110002,9001,"Was beschreibt den Unterschied zwischen Inventur und Inventar am besten?",einfach,praxis,1.0
110003,9001,"Was ist das Grundbuch (Journal) in der doppelten Buchführung?",einfach,basics,1.0
110004,9001,"Welche Kontenart nimmt bei einer Buchung auf der HABEN-Seite zu?",einfach,praxis,1.0
110005,9001,"Welcher Grundsatz gehört zu den Grundsätzen ordnungsmäßiger Buchführung (GoB)?",einfach,basics,1.0
110006,9001,"Welche Gleichung beschreibt die Bilanz korrekt?",einfach,basics,1.0
110007,9001,"Wo wird eine Rückstellung in der Bilanz typischerweise ausgewiesen?",einfach,basics,1.0
110008,9001,"Wie wirken planmäßige Abschreibungen in Bilanz und GuV?",einfach,praxis,1.0
110009,9001,"Welches Prinzip verhindert die Ausweisung unrealisierter Gewinne?",einfach,basics,1.0
110010,9001,"Wo werden Umsatzerlöse grundsätzlich ausgewiesen?",einfach,basics,1.0
110011,9001,"Wie berechnet sich der Deckungsbeitrag je Stück?",mittel,pruefung,1.0
110012,9001,"Wofür steht die Kostenartenrechnung primär?",mittel,basics,1.0
110013,9001,"Wann ist der Break-even-Punkt erreicht?",mittel,praxis,1.0
110014,9001,"Was beschreibt die Zuschlagskalkulation im Handel am ehesten?",mittel,basics,1.0
110015,9001,"Welche Aussage zu fixen und variablen Kosten ist korrekt?",mittel,basics,1.0
110016,9001,"Wie hoch ist der reguläre Umsatzsteuersatz in Deutschland (Normalsatz)?",mittel,basics,1.0
110017,9001,"Was ist die Vorsteuer?",mittel,basics,1.0
110018,9001,"Worauf bezieht sich die Körperschaftsteuer?",mittel,basics,1.0
110019,9001,"Woraus ergibt sich die Gewerbesteuerbelastung?",mittel,praxis,1.0
110020,9001,"Wie wirkt ein steuerbarer, steuerpflichtiger und nicht steuerbefreiter Umsatz in...",mittel,pruefung,1.0
110101,9001,"Wie ist ein Cloud-Abonnement (z. B. IaaS/SaaS) in der IT-Kostenlogik typischerwe...",schwer,praxis,1.0
110102,9001,"Welche Bestandteile gehören typischerweise in die TCO-Betrachtung eines On-Premi...",schwer,praxis,1.0
110103,9001,"Eine Firma kauft ein Notebook für 2.400 €. Der erwartete jährliche Nettonutzen (...",schwer,pruefung,1.0
110104,9001,"Ein Admin kostet das Unternehmen 60.000 € Gehalt p. a.; Gemeinkosten/Overhead 20...",schwer,pruefung,1.0
110105,9001,"Wann spricht eher „Buy“ (Standardsoftware/SaaS) statt „Make“ (Eigenentwicklung)?",schwer,praxis,1.0
120001,9002,"Ab wann ist eine natürliche Person rechtsfähig?",einfach,basics,1.0
120002,9002,"Wann kommt ein Kaufvertrag zustande?",einfach,basics,1.0
120003,9002,"Welche Aussage trifft auf „Nichtigkeit“ vs. „Anfechtbarkeit“ zu?",einfach,praxis,1.0
120004,9002,"Worin besteht der Unterschied zwischen Besitz und Eigentum?",einfach,praxis,1.0
120005,9002,"Welche Aussage zur beschränkten Geschäftsfähigkeit ist korrekt?",einfach,basics,1.0
120006,9002,"Was verlangt das Kündigungsschutzgesetz (KSchG) für eine ordentliche Kündigung i...",einfach,praxis,1.0
120007,9002,"Wofür dient eine Abmahnung im Arbeitsrecht?",einfach,basics,1.0
120008,9002,"Welche Wirkung hat ein Tarifvertrag grundsätzlich für tarifgebundene Parteien?",einfach,praxis,1.0
120009,9002,"In welchem Bereich hat der Betriebsrat zwingende Mitbestimmung nach § 87 BetrVG?",einfach,praxis,1.0
